-92.500	33.900	3.569	0.000
-90.700	33.900	3.716	0.332
-90.100	33.900	3.428	0.324
-89.500	33.900	3.430	0.315
-88.300	33.900	3.540	0.276
-92.500	34.500	3.500	0.527
-91.900	34.500	3.446	0.514
-91.300	34.500	3.258	0.000
-90.700	34.500	3.328	2.265
-90.100	34.500	3.623	0.507
-89.500	34.500	3.403	0.247
-88.900	34.500	3.710	0.231
-88.300	34.500	3.761	0.197
-87.700	34.500	3.620	0.203
-92.500	35.100	3.384	0.301
-91.900	35.100	3.548	0.411
-91.300	35.100	3.579	0.434
-90.700	35.100	3.653	0.000
-90.100	35.100	3.437	0.525
-89.500	35.100	3.749	0.369
-88.900	35.100	3.563	0.293
-88.300	35.100	3.603	0.213
-87.700	35.100	3.615	0.219
-87.100	35.100	3.529	0.221
-92.500	35.700	3.560	0.248
-91.900	35.700	3.588	0.272
-91.300	35.700	3.422	0.317
-90.700	35.700	3.425	0.519
-90.100	35.700	3.387	0.000
-89.500	35.700	3.438	0.749
-88.900	35.700	3.406	0.373
-88.300	35.700	3.622	0.268
-87.700	35.700	3.607	0.215
-87.100	35.700	3.744	0.208
-92.500	36.300	3.365	0.206
-91.900	36.300	3.606	0.250
-91.300	36.300	3.459	0.274
-90.700	36.300	3.408	0.350
-90.100	36.300	3.482	0.861
-89.500	36.300	3.601	0.000
-88.900	36.300	3.467	0.797
-88.300	36.300	3.675	0.434
-87.700	36.300	3.581	0.265
-91.900	36.900	3.425	0.263
-91.300	36.900	3.996	0.280
-90.700	36.900	3.612	0.375
-90.100	36.900	3.586	0.728
-89.500	36.900	3.694	2.065
-88.900	36.900	3.447	0.776
-88.300	36.900	3.755	0.448
-87.700	36.900	3.732	0.480
-90.100	37.500	3.792	0.626
-89.500	37.500	3.390	1.946
-88.900	37.500	3.806	0.487
-88.300	37.500	3.432	0.431
