-93.250	33.250	3.478	0.020
-92.750	33.250	3.383	0.022
-92.250	33.250	3.430	0.027
-91.750	33.250	3.208	0.016
-91.250	33.250	3.420	0.021
-90.750	33.250	3.286	0.032
-90.250	33.250	3.162	0.020
-89.750	33.250	3.201	0.019
-89.250	33.250	3.234	0.014
-88.750	33.250	3.373	0.017
-88.250	33.250	3.347	0.012
-87.750	33.250	3.732	0.030
-87.250	33.250	3.609	0.024
-86.750	33.250	3.620	0.022
-93.250	33.750	3.398	0.022
-92.750	33.750	3.267	0.014
-92.250	33.750	3.412	0.014
-91.750	33.750	3.479	0.013
-91.250	33.750	3.215	0.014
-90.750	33.750	3.495	0.011
-90.250	33.750	3.188	0.011
-89.750	33.750	3.557	0.013
-89.250	33.750	3.326	0.010
-88.750	33.750	3.536	0.013
-88.250	33.750	3.558	0.013
-87.750	33.750	3.711	0.015
-87.250	33.750	3.426	0.018
-86.750	33.750	3.595	0.026
-86.250	33.750	3.637	0.070
-93.750	34.250	3.512	0.796
-93.250	34.250	3.412	0.016
-92.750	34.250	3.488	0.012
-92.250	34.250	3.566	0.011
-91.750	34.250	3.465	0.010
-91.250	34.250	3.365	0.009
-90.750	34.250	3.481	0.008
-90.250	34.250	3.470	0.010
-89.750	34.250	3.424	0.009
-89.250	34.250	3.480	0.008
-88.750	34.250	3.569	0.011
-88.250	34.250	3.557	0.010
-87.750	34.250	3.561	0.011
-87.250	34.250	3.618	0.014
-86.750	34.250	3.448	0.016
-86.250	34.250	3.282	0.050
-93.750	34.750	3.509	0.294
-93.250	34.750	3.429	0.029
-92.750	34.750	3.310	0.008
-92.250	34.750	3.522	0.008
-91.750	34.750	3.340	0.007
-91.250	34.750	3.372	0.007
-90.750	34.750	3.354	0.007
-90.250	34.750	3.407	0.007
-89.750	34.750	3.403	0.007
-89.250	34.750	3.460	0.008
-88.750	34.750	3.722	0.010
-88.250	34.750	3.706	0.009
-87.750	34.750	3.657	0.011
-87.250	34.750	3.929	0.012
-86.750	34.750	3.665	0.017
-86.250	34.750	3.419	0.033
-93.750	35.250	3.322	0.025
-93.250	35.250	3.277	0.018
-92.750	35.250	3.323	0.010
-92.250	35.250	3.460	0.008
-91.750	35.250	3.494	0.007
-91.250	35.250	3.512	0.008
-90.750	35.250	3.564	0.008
-90.250	35.250	3.626	0.008
-89.750	35.250	3.644	0.008
-89.250	35.250	3.650	0.009
-88.750	35.250	3.448	0.008
-88.250	35.250	3.544	0.009
-87.750	35.250	3.572	0.009
-87.250	35.250	3.336	0.009
-86.750	35.250	3.598	0.019
-86.250	35.250	3.544	0.033
-93.750	35.750	3.431	0.037
-93.250	35.750	3.537	0.016
-92.750	35.750	3.898	0.013
-92.250	35.750	3.543	0.010
-91.750	35.750	3.713	0.008
-91.250	35.750	3.535	0.008
-90.750	35.750	3.328	0.006
-90.250	35.750	3.415	0.006
-89.750	35.750	3.250	0.006
-89.250	35.750	3.606	0.008
-88.750	35.750	3.467	0.008
-88.250	35.750	3.501	0.008
-87.750	35.750	3.586	0.009
-87.250	35.750	3.682	0.013
-86.750	35.750	3.644	0.021
-86.250	35.750	3.659	0.090
-93.750	36.250	3.515	0.029
-93.250	36.250	3.664	0.017
-92.750	36.250	3.344	0.010
-92.250	36.250	3.350	0.009
-91.750	36.250	3.548	0.008
-91.250	36.250	3.395	0.007
-90.750	36.250	3.342	0.007
-90.250	36.250	3.454	0.007
-89.750	36.250	3.525	0.007
-89.250	36.250	3.408	0.007
-88.750	36.250	3.456	0.009
-88.250	36.250	3.789	0.010
-87.750	36.250	3.700	0.011
-87.250	36.250	3.577	0.013
-86.750	36.250	3.835	0.019
-86.250	36.250	3.663	0.089
-93.750	36.750	3.863	0.058
-93.250	36.750	3.663	0.017
-92.750	36.750	3.734	0.016
-92.250	36.750	3.486	0.010
-91.750	36.750	3.519	0.010
-91.250	36.750	3.821	0.010
-90.750	36.750	3.544	0.008
-90.250	36.750	3.534	0.009
-89.750	36.750	3.888	0.010
-89.250	36.750	3.453	0.008
-88.750	36.750	3.564	0.010
-88.250	36.750	3.655	0.010
-87.750	36.750	3.475	0.011
-87.250	36.750	3.646	0.012
-86.750	36.750	3.204	0.017
-86.250	36.750	3.890	0.073
-93.750	37.250	3.371	0.026
-93.250	37.250	3.665	0.024
-92.750	37.250	3.417	0.017
-92.250	37.250	3.649	0.014
-91.750	37.250	3.539	0.015
-91.250	37.250	3.549	0.013
-90.750	37.250	3.611	0.011
-90.250	37.250	3.222	0.009
-89.750	37.250	3.699	0.011
-89.250	37.250	3.300	0.009
-88.750	37.250	3.664	0.011
-88.250	37.250	3.589	0.011
-87.750	37.250	3.648	0.014
-87.250	37.250	3.423	0.013
-86.750	37.250	3.584	0.019
-86.250	37.250	3.372	0.027
-93.750	37.750	3.485	0.051
-93.250	37.750	3.474	0.033
-92.750	37.750	3.484	0.043
-92.250	37.750	3.536	0.039
-91.750	37.750	3.685	0.049
-91.250	37.750	3.536	0.035
-90.750	37.750	3.425	0.016
-90.250	37.750	4.086	0.019
-89.750	37.750	3.245	0.024
-89.250	37.750	3.738	0.021
-88.750	37.750	3.832	0.017
-88.250	37.750	3.360	0.016
-87.750	37.750	3.565	0.016
-87.250	37.750	3.549	0.021
-86.750	37.750	3.503	0.026
-86.250	37.750	3.783	0.027
