-93.100	33.300	3.770
-91.300	33.300	3.287
-90.700	33.300	2.768
-90.100	33.300	3.986
-89.500	33.300	3.949
-88.900	33.300	3.804
-88.300	33.300	3.669
-87.700	33.300	3.575
-87.100	33.300	3.511
-86.500	33.300	3.729
-93.100	33.900	3.404
-92.500	33.900	3.414
-91.900	33.900	3.497
-91.300	33.900	3.483
-90.100	33.900	3.486
-89.500	33.900	3.863
-88.900	33.900	3.435
-88.300	33.900	3.432
-87.700	33.900	3.393
-87.100	33.900	3.602
-86.500	33.900	3.928
-93.100	34.500	3.239
-92.500	34.500	3.613
-91.900	34.500	3.645
-91.300	34.500	3.772
-90.700	34.500	3.518
-90.100	34.500	3.514
-89.500	34.500	3.794
-88.900	34.500	3.597
-88.300	34.500	3.717
-87.700	34.500	3.799
-87.100	34.500	3.216
-86.500	34.500	3.637
-93.100	35.100	3.315
-91.900	35.100	3.915
-91.300	35.100	3.845
-90.700	35.100	3.592
-90.100	35.100	3.795
-89.500	35.100	3.704
-88.900	35.100	3.781
-88.300	35.100	3.742
-87.700	35.100	3.482
-87.100	35.100	3.644
-86.500	35.100	3.393
-93.700	35.700	3.746
-93.100	35.700	3.420
-92.500	35.700	3.889
-91.900	35.700	3.777
-91.300	35.700	3.785
-90.700	35.700	3.708
-90.100	35.700	3.600
-89.500	35.700	3.771
-88.900	35.700	3.582
-88.300	35.700	3.962
-87.700	35.700	3.654
-87.100	35.700	3.587
-93.100	36.300	3.805
-92.500	36.300	3.719
-91.900	36.300	3.953
-91.300	36.300	3.467
-90.700	36.300	3.834
-90.100	36.300	3.589
-89.500	36.300	3.784
-88.900	36.300	3.666
-88.300	36.300	3.818
-87.700	36.300	3.622
-87.100	36.300	3.602
-86.500	36.300	3.316
-93.100	36.900	3.138
-92.500	36.900	3.576
-91.900	36.900	3.416
-91.300	36.900	3.694
-90.700	36.900	3.661
-90.100	36.900	3.703
-89.500	36.900	3.803
-88.900	36.900	3.627
-88.300	36.900	3.572
-87.700	36.900	3.650
-87.100	36.900	3.419
-86.500	36.900	3.414
-93.700	37.500	3.983
-93.100	37.500	3.493
-92.500	37.500	3.984
-91.900	37.500	3.490
-91.300	37.500	3.457
-90.700	37.500	3.480
-90.100	37.500	3.613
-89.500	37.500	3.533
-88.900	37.500	3.865
-88.300	37.500	3.656
-87.700	37.500	3.588
-87.100	37.500	3.613
-86.500	37.500	3.583
-88.900	38.100	3.191
-87.700	38.100	3.542
