-92.500	33.300	3.816
-91.300	33.300	3.403
-90.700	33.300	3.350
-88.900	33.300	3.712
-88.300	33.300	3.700
-87.700	33.300	3.410
-87.100	33.300	3.623
-86.500	33.300	3.782
-93.100	33.900	2.945
-92.500	33.900	3.596
-91.900	33.900	3.365
-91.300	33.900	3.893
-90.100	33.900	3.584
-89.500	33.900	3.724
-88.900	33.900	3.769
-88.300	33.900	3.715
-87.700	33.900	3.469
-87.100	33.900	3.519
-93.700	34.500	2.420
-91.900	34.500	3.581
-91.300	34.500	3.611
-90.700	34.500	3.546
-90.100	34.500	3.649
-89.500	34.500	3.542
-88.900	34.500	3.648
-88.300	34.500	3.785
-87.100	34.500	3.445
-86.500	34.500	3.893
-91.900	35.100	3.708
-90.700	35.100	3.689
-90.100	35.100	3.971
-89.500	35.100	3.630
-88.900	35.100	3.740
-88.300	35.100	3.756
-87.700	35.100	3.283
-87.100	35.100	3.642
-86.500	35.100	3.694
-91.900	35.700	3.643
-91.300	35.700	3.978
-90.700	35.700	3.524
-90.100	35.700	3.854
-89.500	35.700	3.749
-88.900	35.700	3.827
-88.300	35.700	3.986
-87.700	35.700	3.702
-87.100	35.700	3.673
-92.500	36.300	3.531
-91.900	36.300	3.868
-91.300	36.300	3.716
-90.700	36.300	3.697
-90.100	36.300	3.607
-89.500	36.300	3.510
-88.900	36.300	3.800
-88.300	36.300	3.846
-87.700	36.300	3.957
-87.100	36.300	3.743
-86.500	36.300	3.005
-93.100	36.900	3.429
-92.500	36.900	3.867
-91.900	36.900	3.493
-91.300	36.900	3.643
-90.700	36.900	3.789
-90.100	36.900	3.960
-89.500	36.900	3.830
-88.900	36.900	3.760
-88.300	36.900	3.414
-87.100	36.900	3.396
-86.500	36.900	3.808
-93.100	37.500	3.372
-91.900	37.500	3.994
-91.300	37.500	3.345
-90.700	37.500	3.436
-90.100	37.500	3.718
-89.500	37.500	3.442
-87.700	37.500	3.577
-87.100	37.500	3.541
-86.500	37.500	3.354
