-93.100	33.300	2.777
-92.500	33.300	2.763
-91.900	33.300	3.021
-91.300	33.300	3.030
-90.700	33.300	3.072
-90.100	33.300	3.045
-89.500	33.300	2.870
-88.900	33.300	2.816
-88.300	33.300	3.055
-87.700	33.300	3.074
-87.100	33.300	2.996
-86.500	33.300	3.034
-93.100	33.900	2.820
-92.500	33.900	3.002
-91.900	33.900	2.975
-91.300	33.900	2.857
-90.700	33.900	2.975
-90.100	33.900	3.194
-89.500	33.900	3.087
-88.900	33.900	3.140
-88.300	33.900	3.151
-87.700	33.900	3.316
-87.100	33.900	3.188
-86.500	33.900	3.036
-93.700	34.500	2.562
-93.100	34.500	3.065
-92.500	34.500	3.152
-91.900	34.500	3.127
-91.300	34.500	3.048
-90.700	34.500	3.030
-90.100	34.500	3.180
-89.500	34.500	3.274
-88.900	34.500	3.212
-88.300	34.500	3.192
-87.700	34.500	3.176
-87.100	34.500	3.223
-86.500	34.500	3.127
-93.700	35.100	2.950
-93.100	35.100	2.893
-92.500	35.100	3.107
-91.900	35.100	2.995
-91.300	35.100	3.158
-90.700	35.100	3.170
-90.100	35.100	3.163
-89.500	35.100	3.152
-88.900	35.100	3.214
-88.300	35.100	3.167
-87.700	35.100	3.327
-87.100	35.100	3.204
-86.500	35.100	3.047
-93.700	35.700	2.858
-93.100	35.700	3.188
-92.500	35.700	3.299
-91.900	35.700	3.253
-91.300	35.700	3.171
-90.700	35.700	3.142
-90.100	35.700	3.214
-89.500	35.700	3.192
-88.900	35.700	3.346
-88.300	35.700	3.158
-87.700	35.700	3.262
-87.100	35.700	3.233
-86.500	35.700	3.229
-93.700	36.300	3.247
-93.100	36.300	3.069
-92.500	36.300	3.286
-91.900	36.300	3.169
-91.300	36.300	3.058
-90.700	36.300	3.161
-90.100	36.300	3.208
-89.500	36.300	3.086
-88.900	36.300	3.246
-88.300	36.300	3.112
-87.700	36.300	3.222
-87.100	36.300	3.175
-86.500	36.300	3.314
-93.700	36.900	3.332
-93.100	36.900	3.094
-92.500	36.900	3.213
-91.900	36.900	3.133
-91.300	36.900	3.127
-90.700	36.900	3.230
-90.100	36.900	3.108
-89.500	36.900	3.235
-88.900	36.900	3.287
-88.300	36.900	3.287
-87.700	36.900	3.079
-87.100	36.900	3.167
-86.500	36.900	3.235
-93.700	37.500	3.099
-93.100	37.500	3.115
-92.500	37.500	2.997
-91.900	37.500	3.104
-91.300	37.500	3.142
-90.700	37.500	3.353
-90.100	37.500	3.232
-89.500	37.500	3.232
-88.900	37.500	3.216
-88.300	37.500	3.193
-87.700	37.500	3.228
-87.100	37.500	3.056
-86.500	37.500	3.011
-85.900	37.500	3.036
-91.300	38.100	2.837
-90.700	38.100	3.100
-90.100	38.100	3.331
-89.500	38.100	3.770
-88.900	38.100	3.146
-88.300	38.100	3.365
-87.700	38.100	2.941
-87.100	38.100	2.875
